Policy Number,Policy Create Date,Policy Expiration Date,Annual Premium,Excess
15001236,2017-09-05,2022-09-04,956.31,725
96795693,2017-04-04,2022-04-03,1682.8,750
33152761,2015-04-05,2020-04-03,927.23,250
42867421,2018-09-05,2023-09-04,796.35,500
47146023,2015-03-01,2020-02-28,1111.72,500
72834064,2015-06-29,2020-06-27,1117.42,250
3771912,2015-04-01,2020-03-30,1402.75,1000
8610304,2015-12-01,2020-11-29,1588.26,500
29236264,2017-03-08,2022-03-07,1497.04,250
35459757,2019-04-16,2024-04-14,1226.56,850
2917743,2016-07-17,2021-07-16,1124.07,850
55982559,2019-08-22,2024-08-20,1527.0,375
69873190,2018-06-27,2023-06-26,1096.79,750
44866794,2018-08-27,2023-08-26,763.67,750
39554367,2015-08-19,2020-08-17,1143.46,375
14712674,2016-02-17,2021-02-15,1038.9299999999998,725
41660809,2019-11-22,2024-11-20,1654.06,250
53982004,2017-01-17,2022-01-16,675.0,500
287805,2015-11-10,2020-11-08,1074.47,850
58379197,2019-09-26,2024-09-24,1194.77,375
62960869,2017-03-22,2022-03-21,1512.31,1100
36780663,2019-05-04,2024-05-02,1488.67,1000
17814731,2019-09-04,2024-09-02,1791.36,500
4420841,2017-11-30,2022-11-29,1591.21,1250
51486037,2019-09-28,2024-09-26,1295.17,750
71497128,2015-02-08,2020-02-07,1017.18,750
85983620,2015-01-01,2019-12-31,974.84,500
29501143,2018-03-25,2023-03-24,773.99,500
74351713,2015-06-06,2020-06-04,1377.04,850
72363553,2015-09-24,2020-09-22,1389.59,250
41106392,2018-08-12,2023-08-11,988.93,500
57044175,2017-04-04,2022-04-03,1487.28,1100
31740775,2016-05-11,2021-05-10,1427.04,1100
17691039,2015-12-06,2020-12-04,1455.65,850
50771527,2016-11-23,2021-11-22,1225.7,375
23461224,2018-07-09,2023-07-08,1166.62,750
33629146,2016-02-03,2021-02-01,1026.67,850
32791730,2019-08-22,2024-08-20,1046.92,500
86492056,2017-09-11,2022-09-10,1415.72,250
99674653,2015-08-18,2020-08-16,1157.97,1100
81371467,2017-04-24,2022-04-23,1224.47,750
30200317,2017-06-06,2022-06-05,859.14,500
20300020,2017-08-03,2022-08-02,1255.49,500
40591917,2017-01-16,2022-01-15,1609.93,250
28872068,2019-10-21,2024-10-19,1436.08,375
46995798,2017-01-13,2022-01-12,1526.16,750
8775016,2019-10-13,2024-10-11,1188.1399999999999,750
42083780,2016-05-19,2021-05-18,1913.04,500
50561316,2016-03-06,2021-03-05,1588.6,1250
88881577,2018-06-07,2023-06-06,1142.62,1000
30061012,2018-10-14,2023-10-13,1140.15,750
29000049,2017-08-01,2022-07-31,814.86,500
40971760,2018-07-14,2023-07-13,1620.89,375
46867062,2016-08-08,2021-08-07,1154.5,850
6563982,2018-03-02,2023-03-01,1653.32,375
9960188,2016-07-15,2021-07-14,890.95,725
71405120,2019-08-01,2024-07-30,1222.09,750
73491919,2017-03-30,2022-03-29,1470.39,500
11429373,2018-07-27,2023-07-26,1203.81,250
45635265,2016-10-08,2021-10-07,1448.46,1000
71108905,2019-06-18,2024-06-16,1345.31,1100
9017457,2019-09-06,2024-09-04,1223.55,1000
72587600,2015-02-08,2020-02-07,920.81,500
12673911,2015-06-16,2020-06-14,1274.7,750
44821837,2019-07-09,2024-07-07,1681.41,1250
85684058,2015-03-19,2020-03-17,1595.28,250
90116223,2019-11-15,2024-11-13,1580.83,375
45566605,2017-04-20,2022-04-19,1496.27,1100
12828074,2018-01-16,2023-01-15,714.03,500
28590881,2018-08-20,2023-08-19,1559.34,1000
15965770,2015-10-21,2020-10-19,1422.36,850
12779637,2018-08-06,2023-08-05,985.97,725
53719505,2019-08-18,2024-08-16,1759.86,1000
51842689,2017-05-26,2022-05-25,1350.09,375
56398593,2016-05-07,2021-05-06,1156.84,750
73898386,2015-01-21,2020-01-20,1564.43,850
2477242,2017-04-01,2022-03-31,1145.56,250
66267379,2017-04-11,2022-04-10,1386.5,1100
46551423,2018-06-09,2023-06-08,828.42,725
5061507,2019-10-20,2024-10-18,1285.83,750
29324299,2018-08-12,2023-08-11,1099.95,750
67243951,2016-11-09,2021-11-08,1546.44,1100
62861816,2017-10-15,2022-10-14,1441.7,1000
98083762,2017-03-07,2022-03-06,945.23,500
15681353,2019-04-12,2024-04-10,1443.02,500
92644832,2019-12-04,2024-12-02,1295.17,850
65916589,2019-07-11,2024-07-09,1521.56,750
34953532,2018-05-10,2023-05-09,1470.06,1100
99962322,2017-07-18,2022-07-17,1539.13,250
42098696,2017-06-05,2022-06-04,1383.96,1100
9130367,2018-10-04,2023-10-03,1508.9,500
80562720,2018-03-23,2023-03-22,1313.33,375
28932669,2019-09-06,2024-09-04,1546.64,1100
79213271,2015-01-03,2020-01-02,1462.76,750
5865098,2019-02-23,2024-02-22,1307.89,750
3955594,2017-09-05,2022-09-04,1366.56,750
42882614,2018-07-08,2023-07-07,1483.91,500
96134834,2018-06-30,2023-06-29,873.64,725
8375695,2019-05-19,2024-05-17,1160.67,500
82000348,2018-03-13,2023-03-12,1245.89,250
30394358,2019-06-29,2024-06-27,1173.97,725
51525665,2018-12-02,2023-12-01,1273.7,850
54963363,2017-04-26,2022-04-25,1513.59,500
90877207,2019-08-21,2024-08-19,1152.74,750
16216414,2017-07-14,2022-07-13,916.19,500
11982711,2019-09-18,2024-09-16,1170.53,250
33291135,2018-10-19,2023-10-18,1601.47,750
39628676,2019-03-19,2024-03-17,1635.01,375
84278276,2017-11-12,2022-11-11,1303.54,500
95856793,2017-05-29,2022-05-28,1467.97,375
67335338,2018-07-13,2023-07-12,1409.06,500
8765539,2017-05-29,2022-05-28,1448.85,1100
77765540,2017-09-19,2022-09-18,1328.95,250
39035745,2017-07-14,2022-07-13,1282.74,850
5264808,2015-05-26,2020-05-24,1711.72,500
24770040,2018-10-18,2023-10-17,895.83,725
98142677,2015-11-09,2020-11-07,914.85,725
22328412,2018-05-17,2023-05-16,1132.47,850
85985290,2017-10-20,2022-10-19,1463.64,500
46937705,2016-07-17,2021-07-16,1522.77,1250
54253144,2019-01-12,2024-01-11,1430.68,850
17775156,2016-03-28,2021-03-27,1536.04,850
80545247,2015-09-18,2020-09-16,1341.24,750
18818612,2015-07-29,2020-07-27,1155.53,250
22371308,2019-01-19,2024-01-18,1521.56,500
88623397,2017-04-19,2022-04-18,1494.36,250
89044930,2015-12-20,2020-12-18,694.45,250
73876566,2017-01-13,2022-01-12,1629.48,750
47586042,2017-02-08,2022-02-07,1613.07,750
16981386,2015-01-11,2020-01-10,964.79,725
32302211,2017-09-15,2022-09-14,1293.46,1100
16717414,2019-08-10,2024-08-08,1308.6,500
75192889,2016-06-03,2021-06-02,1449.27,375
24715758,2019-03-28,2024-03-26,1680.44,850
2122131,2015-08-12,2020-08-10,1612.43,1000
30966853,2018-12-27,2023-12-26,1192.27,250
63239062,2019-05-01,2024-04-29,1655.44,375
39608680,2017-01-06,2022-01-05,767.11,375
16453823,2015-04-11,2020-04-09,1281.25,850
92789679,2016-03-07,2021-03-06,1253.17,750
83707070,2015-12-21,2020-12-19,1497.41,1250
92400906,2016-09-23,2021-09-22,1250.33,1000
90646764,2016-09-30,2021-09-29,1164.29,375
56229550,2017-06-03,2022-06-02,1665.18,250
63788818,2016-02-10,2021-02-08,1698.0,1250
49188078,2017-09-20,2022-09-19,2013.04,250
58144619,2019-04-28,2024-04-26,1566.88,250
21330836,2017-06-16,2022-06-15,1662.58,850
21066427,2015-11-13,2020-11-11,1294.41,500
46673990,2016-01-27,2021-01-25,1019.88,750
48477493,2015-02-26,2020-02-25,1178.61,850
42351848,2015-06-20,2020-06-18,1188.45,375
25879574,2017-04-07,2022-04-06,1293.06,250
86301522,2019-07-24,2024-07-22,1299.81,500
12996463,2019-10-25,2024-10-23,1140.69,250
44003825,2017-03-08,2022-03-07,1393.84,1000
89738040,2015-05-15,2020-05-13,945.73,725
32561108,2017-02-03,2022-02-02,1745.28,750
8039366,2017-03-19,2022-03-18,1167.1799999999998,750
68723928,2015-01-03,2020-01-02,982.7,750
46130270,2015-04-28,2020-04-26,1620.89,250
58098828,2019-12-23,2024-12-21,1564.89,250
12378255,2016-07-13,2021-07-12,1405.08,850
20444432,2015-03-15,2020-03-13,1339.39,750
89456636,2017-09-10,2022-09-09,1665.3,250
15167324,2015-12-17,2020-12-15,1368.57,500
38385086,2017-07-20,2022-07-19,1650.04,1100
74219903,2016-05-10,2021-05-09,1461.3,500
3967939,2015-01-11,2020-01-10,1422.21,250
441426,2019-08-10,2024-08-08,1317.27,750
86993197,2018-12-25,2023-12-24,1083.64,500
78277335,2015-06-04,2020-06-02,773.99,500
83500172,2019-04-10,2024-04-08,1556.27,1250
71586118,2016-09-17,2021-09-16,1376.98,1250
6342859,2016-10-21,2021-10-20,972.85,725
72081458,2016-12-04,2021-12-03,1157.07,750
2413941,2018-06-20,2023-06-19,1532.47,250
263533,2015-06-11,2020-06-09,979.73,250
8733872,2019-06-08,2024-06-06,1618.27,850
14792522,2016-07-01,2021-06-30,1250.09,375
80581600,2018-12-15,2023-12-14,1090.32,250
18426483,2015-01-05,2020-01-04,1059.52,250
85689784,2019-10-22,2024-10-20,1386.28,750
64271142,2019-07-13,2024-07-11,1643.96,375
51547441,2019-02-23,2024-02-22,1309.37,250
48609855,2016-09-16,2021-09-15,1657.36,250
49759817,2019-09-29,2024-09-27,1800.26,1250
56076250,2017-03-31,2022-03-30,1706.17,1250
76916978,2018-12-19,2023-12-18,1018.73,1000
47565807,2017-02-28,2022-02-27,1604.43,750
18282738,2015-03-02,2020-02-29,1365.46,850
8716131,2017-05-22,2022-05-21,1480.46,1100
42708679,2019-10-02,2024-09-30,1209.54,500
39405964,2017-04-20,2022-04-19,1666.34,1000
48039187,2015-06-22,2020-06-20,1237.88,850
15880544,2018-12-19,2023-12-18,1567.37,1000
13088706,2019-01-08,2024-01-07,1941.87,1000
88870872,2016-01-26,2021-01-24,1187.02,375
9340174,2018-11-18,2023-11-17,920.3,750
13926963,2016-10-04,2021-10-03,1636.41,1000
18307684,2016-01-03,2021-01-01,1437.35,375
50436549,2018-04-16,2023-04-15,1136.83,500
66354275,2018-01-29,2023-01-28,1073.83,375
39882045,2018-11-21,2023-11-20,1434.51,375
28239722,2015-05-17,2020-05-15,936.19,250
5237458,2017-09-08,2022-09-07,1247.99,850
19521447,2017-03-13,2022-03-12,1108.3,725
14892542,2016-06-30,2021-06-29,1382.07,375
53442578,2019-02-26,2024-02-25,893.14,500
45971660,2017-10-01,2022-09-30,1492.8,1100
79889475,2017-01-10,2022-01-09,1395.89,1100
21774664,2017-04-02,2022-04-01,1204.92,850
66284818,2017-06-17,2022-06-16,1547.67,1100
72489234,2018-12-01,2023-11-30,1135.43,500
93910478,2017-07-10,2022-07-09,1092.51,850
77116830,2018-02-21,2023-02-20,1416.24,1000
95822687,2016-07-06,2021-07-05,1381.94,500
54699677,2016-05-06,2021-05-05,1748.51,500
96496375,2019-03-27,2024-03-25,1371.53,1100
73869334,2019-07-24,2024-07-22,1372.28,250
83828046,2016-04-23,2021-04-22,1388.5,375
55401556,2016-04-17,2021-04-16,1546.44,850
80295337,2017-02-25,2022-02-24,1284.08,375
28820384,2018-08-02,2023-08-01,1022.46,750
93455768,2019-01-25,2024-01-24,1386.75,500
19479222,2017-12-26,2022-12-25,1583.42,250
45419351,2016-09-07,2021-09-06,1238.51,750
49584255,2015-08-03,2020-08-01,1278.75,850
72296652,2015-01-18,2020-01-17,1441.06,375
10149560,2016-02-08,2021-02-06,1533.25,250
93010033,2016-01-08,2021-01-06,1162.04,750
60988285,2018-06-11,2023-06-10,719.52,375
68709723,2017-09-24,2022-09-23,1341.19,1100
27878957,2018-05-03,2023-05-02,1302.4,1000
90086227,2017-09-26,2022-09-25,1233.01,1000
56099295,2016-11-30,2021-11-29,1415.46,500
69318294,2018-10-23,2023-10-22,1471.44,1100
81968944,2018-09-04,2023-09-03,951.46,725
83223843,2017-06-20,2022-06-19,1502.31,1000
78341557,2019-11-05,2024-11-03,1606.78,500
41463242,2017-05-19,2022-05-18,1472.1,375
80906218,2018-02-14,2023-02-13,1107.07,750
93822636,2018-05-27,2023-05-26,1496.44,850
4889778,2017-09-01,2022-08-31,1587.88,850
98200023,2016-02-21,2021-02-19,759.14,375
50461221,2017-09-28,2022-09-27,1362.07,750
42664883,2019-09-27,2024-09-25,1138.1799999999998,725
94943854,2015-03-02,2020-02-29,1194.0,375
45434869,2015-08-27,2020-08-25,1371.88,1250
88544825,2017-03-09,2022-03-08,1518.57,500
36544894,2015-03-24,2020-03-22,1305.26,1250
90234809,2015-03-04,2020-03-02,1365.46,250
40801585,2019-03-02,2024-02-29,986.24,725
67053225,2016-02-01,2021-01-30,1345.63,750
15323996,2017-09-05,2022-09-04,1065.4099999999999,850
67070385,2019-04-03,2024-04-01,1848.66,750
20607413,2015-07-17,2020-07-15,932.14,725
86887072,2015-11-07,2020-11-05,1551.61,1000
52995954,2019-12-01,2024-11-29,1291.07,1000
63137836,2017-03-03,2022-03-02,1490.71,850
56251092,2015-02-24,2020-02-23,1451.54,850
35594301,2016-11-06,2021-11-05,1067.97,850
86821061,2018-03-05,2023-03-04,1387.7,1250
45113675,2015-04-28,2020-04-26,799.0,750
54668730,2016-01-22,2021-01-20,1038.45,375
80002850,2016-07-29,2021-07-28,1349.18,1000
14665215,2016-10-03,2021-10-02,1543.5,850
29903541,2015-10-03,2020-10-01,1242.02,750
95629277,2016-12-08,2021-12-07,1335.01,375
39497738,2015-09-20,2020-09-18,1398.51,750
77006555,2019-05-03,2024-05-01,1390.26,375
23253149,2015-06-06,2020-06-04,1570.86,500
96117298,2016-01-21,2021-01-19,1450.74,1100
46076993,2016-05-19,2021-05-18,1383.97,1000
91322412,2018-10-24,2023-10-23,1097.57,750
34414409,2016-03-07,2021-03-06,1269.27,850
87607762,2016-02-14,2021-02-12,1691.73,500
99892329,2017-03-02,2022-03-01,1445.63,375
74633809,2018-12-03,2023-12-02,1201.41,750
16859430,2018-02-17,2023-02-16,1331.94,1100
92362472,2016-12-27,2021-12-26,843.15,500
41292152,2016-12-09,2021-12-08,1378.26,1250
46711067,2016-02-03,2021-02-01,1830.67,1250
47416035,2018-03-17,2023-03-16,1187.53,375
83944453,2015-02-01,2020-01-31,1451.01,1100
58199294,2018-05-26,2023-05-25,989.24,725
80504091,2015-07-16,2020-07-14,1166.54,500
15215265,2016-08-25,2021-08-24,904.58,725
81970860,2016-03-12,2021-03-11,1024.8400000000001,500
12827172,2015-09-03,2020-09-01,920.3,750
20644146,2016-12-23,2021-12-22,1182.74,1100
38369769,2017-04-21,2022-04-20,1098.1,725
69428302,2018-11-09,2023-11-08,1355.08,1000
3498210,2015-08-18,2020-08-16,1266.92,250
46678979,2016-01-30,2021-01-28,1269.94,500
17664754,2017-05-21,2022-05-20,978.42,725
41128736,2017-07-17,2022-07-16,1683.71,375
75884822,2018-07-13,2023-07-12,1484.48,500
22580397,2017-03-18,2022-03-17,1168.73,750
49170771,2017-09-21,2022-09-20,1335.44,1000
76962457,2019-03-04,2024-03-02,1119.77,375
72991965,2019-09-15,2024-09-13,1532.83,1100
24053401,2015-11-05,2020-11-03,1570.77,500
68458978,2015-12-06,2020-12-04,1270.29,1250
98401728,2018-07-27,2023-07-26,1381.14,1000
8311166,2015-04-14,2020-04-12,1263.48,750
99170572,2016-07-09,2021-07-08,1331.07,1250
33315244,2016-07-23,2021-07-22,1502.27,850
58694262,2018-01-05,2023-01-04,1245.61,1000
65898771,2018-05-13,2023-05-12,1479.48,250
40303381,2018-01-01,2022-12-31,1495.1,750
94031241,2019-08-20,2024-08-18,617.3299999999999,250
76282708,2015-04-21,2020-04-19,1648.0,500
62528854,2015-03-13,2020-03-11,1698.51,1250
69527325,2016-05-04,2021-05-03,997.75,850
88567217,2016-09-01,2021-08-31,1296.68,250
30015956,2015-10-21,2020-10-19,1595.28,1250
70089058,2018-01-25,2023-01-24,1475.73,500
53042474,2015-08-07,2020-08-05,1515.18,1000
12499540,2019-06-12,2024-06-10,1641.21,1000
3915339,2016-12-23,2021-12-22,888.02,500
23094651,2018-08-04,2023-08-03,1022.46,750
95863768,2016-09-05,2021-09-04,1152.29,375
72212956,2019-07-20,2024-07-18,1561.04,1000
49164415,2016-04-21,2021-04-20,1041.3899999999999,725
44050424,2019-12-25,2024-12-23,1565.14,500
10198643,2017-03-10,2022-03-09,1261.17,750
84861981,2015-08-07,2020-08-05,1587.96,1250
88489975,2015-07-01,2020-06-29,1064.49,750
89365172,2018-01-28,2023-01-27,1189.04,1100
29459432,2019-08-07,2024-08-05,1721.33,1100
86164603,2016-06-14,2021-06-13,1533.25,1100
41858998,2019-10-04,2024-10-02,1173.97,725
9114282,2018-02-28,2023-02-27,1294.04,850
6985265,2017-03-11,2022-03-10,1246.39,500
37686475,2019-11-07,2024-11-05,1324.91,500
86088903,2019-07-26,2024-07-24,1632.84,250
73686311,2018-07-08,2023-07-07,1173.37,1100
63279773,2016-02-14,2021-02-12,1132.1,750
84080557,2018-07-12,2023-07-11,1305.26,1100
99724173,2018-01-08,2023-01-07,1454.43,750
885666,2016-11-11,2021-11-10,1281.25,375
22126317,2018-12-16,2023-12-15,1305.26,850
79391631,2018-03-04,2023-03-03,1268.79,850
75483631,2019-05-05,2024-05-03,1666.14,1000
86978001,2015-08-15,2020-08-13,1185.78,1000
7703700,2019-09-13,2024-09-11,1410.83,375
69101947,2016-11-21,2021-11-20,758.64,500
20681810,2019-02-26,2024-02-25,1298.23,1000
9897595,2015-06-08,2020-06-06,1326.62,850
69165738,2016-11-05,2021-11-04,1129.92,750
97227159,2016-09-28,2021-09-27,1164.68,1000
66788619,2016-08-13,2021-08-12,1184.08,750
67698191,2016-06-12,2021-06-11,1487.88,1100
69623453,2016-11-16,2021-11-15,1504.43,250
86446239,2017-12-05,2022-12-04,1290.91,750
48446095,2016-01-21,2021-01-19,1014.92,725
74788285,2017-01-11,2022-01-10,1175.54,500
45364677,2017-10-26,2022-10-25,1455.26,1250
81661748,2018-01-21,2023-01-20,1568.47,1100
78301497,2016-06-14,2021-06-13,1239.98,1100
91448000,2018-08-14,2023-08-13,1203.24,1100
23446262,2018-04-13,2023-04-12,1053.24,750
86321324,2017-02-22,2022-02-21,1525.29,1100
77134743,2018-06-16,2023-06-15,1255.02,500
71987312,2015-06-20,2020-06-18,1447.77,375
28528753,2015-11-27,2020-11-25,1047.06,375
26346595,2015-08-08,2020-08-06,1374.22,375
71259644,2017-08-26,2022-08-25,1717.37,1000
78120167,2016-05-28,2021-05-27,1928.44,1250
27598505,2019-05-12,2024-05-10,892.64,500
83135950,2018-08-20,2023-08-19,1664.66,375
51760367,2019-05-05,2024-05-03,1538.5,1000
91002627,2018-08-17,2023-08-16,1392.39,1250
16906577,2016-10-30,2021-10-29,1659.11,1000
93133542,2015-05-11,2020-05-09,1257.04,850
18369757,2016-08-21,2021-08-20,1928.44,250
71677174,2017-12-04,2022-12-03,1238.34,1000
68067855,2019-12-04,2024-12-02,1861.26,1000
97169775,2016-03-30,2021-03-29,1582.8,1000
44453986,2017-05-18,2022-05-17,1668.46,375
32646370,2016-12-10,2021-12-09,616.11,500
41947072,2016-11-16,2021-11-15,1756.79,850
74208154,2018-02-24,2023-02-23,1409.06,250
24248072,2016-09-17,2021-09-16,1722.88,500
69608950,2018-10-25,2023-10-24,944.03,250
72665013,2016-11-09,2021-11-08,1438.62,250
18174407,2017-12-01,2022-11-30,1284.68,250
34756837,2015-07-03,2020-07-01,1342.8,250
608790,2018-09-09,2023-09-08,1609.67,250
12016226,2018-02-10,2023-02-09,1394.43,850
60965904,2017-11-26,2022-11-25,1546.83,1100
81634764,2015-08-25,2020-08-23,793.15,375
67849991,2017-09-29,2022-09-28,2015.83,850
96439365,2017-06-11,2022-06-10,1403.44,1100
51033557,2015-01-31,2020-01-30,1608.34,1250
58451835,2019-09-12,2024-09-10,1580.89,1000
26735050,2015-05-17,2020-05-15,1041.36,1000
20923450,2018-07-23,2023-07-22,1524.18,375
56425891,2015-11-02,2020-10-31,1140.15,375
79174640,2018-01-23,2023-01-22,1612.43,1250
30120111,2017-07-23,2022-07-22,1766.65,1250
57267628,2016-09-17,2021-09-16,1220.53,1100
90218147,2018-03-27,2023-03-26,1259.02,1250
70708456,2019-12-23,2024-12-21,1383.44,250
75934659,2015-12-16,2020-12-14,894.4,725
71289266,2019-09-09,2024-09-07,1701.54,1250
81527092,2015-12-10,2020-12-08,1518.54,250
78064396,2018-12-05,2023-12-04,828.42,375
29854933,2017-01-14,2022-01-13,1837.53,375
8684647,2015-12-16,2020-12-14,1539.06,375
46513609,2016-05-19,2021-05-18,1455.71,250
6104884,2017-01-21,2022-01-20,1457.11,850
51670304,2019-11-17,2024-11-15,1483.18,750
3205559,2017-03-17,2022-03-16,1501.72,850
87597197,2017-09-27,2022-09-26,1559.06,375
82090239,2016-09-09,2021-09-08,1223.21,750
57452972,2016-04-24,2021-04-23,1231.46,250
65209138,2017-10-04,2022-10-03,1285.43,375
6757234,2017-11-24,2022-11-23,973.17,250
46850824,2016-11-29,2021-11-28,1240.6,750
79540202,2017-10-08,2022-10-07,1979.63,500
42364481,2015-05-06,2020-05-04,1540.19,1000
19888495,2015-12-09,2020-12-07,1052.85,250
11257131,2019-03-05,2024-03-03,1563.93,500
61575593,2018-01-14,2023-01-13,1437.88,250
21868993,2018-08-21,2023-08-20,1236.5,850
75740824,2015-01-27,2020-01-26,911.53,375
30308757,2018-12-22,2023-12-21,1163.83,850
47830876,2015-10-05,2020-10-03,1155.55,750
19270362,2016-10-11,2021-10-10,1250.33,750
21831591,2019-09-24,2024-09-22,1020.11,500
18401812,2019-09-19,2024-09-17,1084.02,850
73487006,2016-01-20,2021-01-18,1492.99,250
32814089,2015-10-30,2020-10-28,1055.09,250
33507597,2018-01-20,2023-01-19,1232.72,750
99104085,2018-03-20,2023-03-19,1896.91,1000
51583614,2015-03-13,2020-03-11,1312.22,375
35875766,2019-10-09,2024-10-07,1506.78,500
21241103,2019-12-25,2024-12-23,1369.44,500
18289038,2017-12-23,2022-12-22,1020.63,750
63240641,2016-10-05,2021-10-04,964.22,725
1408379,2017-05-17,2022-05-16,1603.95,375
63917178,2018-05-16,2023-05-15,1307.68,850
17004538,2015-11-19,2020-11-17,1083.64,500
9668164,2015-07-13,2020-07-11,1096.39,1000
75584403,2018-09-13,2023-09-12,1472.43,500
90012844,2017-04-03,2022-04-02,1314.97,850
10665708,2017-12-18,2022-12-17,1122.47,850
35597989,2018-02-26,2023-02-25,1025.54,850
1924509,2017-07-09,2022-07-08,2046.91,850
12872342,2017-05-09,2022-05-08,1401.16,250
32155846,2016-10-14,2021-10-13,1087.32,250
35876916,2017-12-08,2022-12-07,1460.76,250
13265756,2016-11-01,2021-10-31,1045.55,375
80380265,2017-07-06,2022-07-05,1368.56,500
64899702,2016-07-11,2021-07-10,867.28,750
11278682,2018-12-25,2023-12-24,1389.13,375
90426366,2015-09-26,2020-09-24,1389.13,375
70459581,2017-12-28,2022-12-27,1907.21,850
91547321,2016-01-11,2021-01-09,1497.77,500
26489535,2019-07-13,2024-07-11,1772.26,375
76422702,2017-01-19,2022-01-18,1633.91,850
27205954,2016-07-26,2021-07-25,1356.0,375
60226346,2018-05-30,2023-05-29,1253.44,1000
34790413,2015-07-27,2020-07-25,1274.7,375
53334196,2016-07-04,2021-07-03,2097.59,500
28307941,2017-09-05,2022-09-04,1726.41,1000
85536459,2016-03-26,2021-03-25,721.01,250
54642494,2015-03-29,2020-03-27,1442.99,1000
47091436,2019-08-02,2024-07-31,1405.17,850
48277675,2018-10-20,2023-10-19,1153.35,375
75253254,2018-10-16,2023-10-15,1472.77,1000
31013178,2016-11-24,2021-11-23,1221.75,750
84571528,2019-11-04,2024-11-02,1636.27,850
38287262,2016-08-25,2021-08-24,1169.29,1000
1163915,2019-09-07,2024-09-05,1259.41,750
18362378,2019-09-16,2024-09-14,1325.71,1100
94953828,2015-05-14,2020-05-12,1409.06,750
42333431,2015-08-30,2020-08-28,1295.63,250
91786628,2017-09-01,2022-08-31,1086.19,750
61051905,2017-08-04,2022-08-03,1508.2,1250
8133049,2015-01-09,2020-01-08,765.64,375
49429076,2018-08-03,2023-08-02,802.24,500
77436811,2015-04-22,2020-04-20,1190.6,1000
44319592,2016-11-05,2021-11-04,1281.98,750
57510887,2018-01-31,2023-01-30,1012.78,750
62797742,2015-09-18,2020-09-16,1554.86,1000
56924317,2019-11-24,2024-11-22,809.08,500
83089052,2017-08-11,2022-08-10,1840.27,750
53087764,2019-03-24,2024-03-22,1405.41,500
9090063,2016-12-29,2021-12-28,1317.81,250
83291120,2016-08-07,2021-08-06,1322.46,1000
78364965,2018-09-01,2023-08-31,1117.42,1000
99762063,2017-07-30,2022-07-29,1774.82,375
6298659,2015-11-24,2020-11-22,1530.52,1000
51937268,2018-10-10,2023-10-09,1538.26,850
35908245,2019-02-11,2024-02-10,1156.47,750
17391216,2016-03-10,2021-03-09,1431.14,750
9909054,2015-11-15,2020-11-13,1318.24,750
47229198,2019-10-07,2024-10-05,1189.47,250
11594391,2016-04-30,2021-04-29,1392.02,250
15036522,2019-11-16,2024-11-14,998.96,375
59046702,2017-11-18,2022-11-17,1086.6100000000001,750
74058524,2015-02-04,2020-02-03,1450.98,1000
95222040,2015-08-23,2020-08-21,990.98,725
5956433,2016-11-11,2021-11-10,1072.46,250
91462731,2016-08-13,2021-08-12,1436.93,750
7947199,2015-10-30,2020-10-28,1416.08,250
83884801,2016-07-03,2021-07-02,1376.62,1000
36498862,2019-01-07,2024-01-06,1439.35,250
88191421,2015-05-01,2020-04-29,1008.38,850
88568308,2016-01-25,2021-01-23,1169.23,750
72897375,2019-01-08,2024-01-07,1890.79,850
85650496,2016-11-18,2021-11-17,904.58,725
51349485,2018-04-28,2023-04-27,1042.26,750
90202851,2015-05-16,2020-05-14,1468.82,250
55181231,2015-11-03,2020-11-01,1370.92,500
14433443,2019-03-08,2024-03-06,1722.6,850
56590442,2019-06-10,2024-06-08,1439.02,1000
43871073,2016-05-18,2021-05-17,1465.74,1100
84734450,2015-09-16,2020-09-14,1340.71,1100
73246656,2018-12-29,2023-12-28,1216.24,250
2632962,2017-03-22,2022-03-21,1551.2,850
74126158,2019-01-19,2024-01-18,1258.47,1000
92753265,2015-12-07,2020-12-05,1238.62,750
47086407,2015-08-27,2020-08-25,1351.72,1250
33988147,2016-11-01,2021-10-31,1253.24,375
37313325,2015-01-24,2020-01-23,1865.83,1100
13234214,2019-06-26,2024-06-24,1432.05,375
32561936,2015-02-26,2020-02-25,1416.08,375
73457235,2018-09-20,2023-09-19,1055.6,750
84767857,2015-11-20,2020-11-18,1093.83,750
31902120,2016-09-20,2021-09-19,1565.18,500
67885639,2019-08-26,2024-08-24,1537.53,1250
94449366,2016-08-04,2021-08-03,1262.07,750
94633491,2015-05-05,2020-05-03,1356.92,250
90117306,2015-02-01,2020-01-31,1104.5,1000
82832713,2018-10-13,2023-10-12,1540.19,750
87994349,2015-04-16,2020-04-14,1482.53,1250
61811354,2015-10-25,2020-10-23,1588.26,1000
55783239,2016-02-28,2021-02-26,1492.99,375
39588190,2018-02-14,2023-02-13,1583.91,375
14293834,2019-08-19,2024-08-17,987.36,250
46620813,2015-06-12,2020-06-10,1198.15,1100
53799373,2015-01-30,2020-01-29,873.64,725
15556854,2019-11-21,2024-11-19,1291.59,750
61498233,2019-11-30,2024-11-28,1098.85,725
92889477,2015-05-31,2020-05-29,1594.45,750
19171444,2019-12-08,2024-12-06,1753.33,1100
93291807,2019-02-04,2024-02-03,1277.07,375
96710923,2018-01-13,2023-01-12,1124.43,750
52542820,2017-07-29,2022-07-28,1325.07,375
37742143,2018-01-01,2022-12-31,1060.74,750
